timestamp,asset_pair,initial_budget,adjusted_budget,buy_exchange,sell_exchange,network_used,fees,quantities,buy_prices,sell_prices,net_profit,net_profit_percentage
2025-04-10T21:57:34.871745,ADAEUR,10000.0,10000.0,OKX,Binance,cardano,"{'maker_fee_asset': 18.605774148334888, 'taker_fee_usdt': 10.055749980434925, 'withdrawal_fee_asset': 0.8}","{'bought_qty': 18605.774148334887, 'after_fees': 18587.168374186553, 'after_withdrawal': 18586.368374186553}","{'current': 0.5372, 'average': 0.5374675582039645, 'end': 0.5375}","{'current': 0.5413, 'average': 0.5410282298289497, 'end': 0.541}",45.694230454490025,0.45694230454490026
2025-04-10T21:57:34.871869,LUNCUSDT,10000.0,535.84777608,OKX,Binance,terra classic,"{'maker_fee_asset': 9401.833, 'taker_fee_usdt': 0.5408580592400599, 'withdrawal_fee_asset': 1000.0}","{'bought_qty': 9401833.0, 'after_fees': 9392431.167, 'after_withdrawal': 9391431.167}","{'current': 5.697e-05, 'average': 5.699396873779826e-05, 'end': 5.701e-05}","{'current': 5.761e-05, 'average': 5.759058972188918e-05, 'end': 5.758e-05}",4.469425100819876,0.8340848465428004
2025-04-10T21:57:34.872610,EOSUSDT,10000.0,7648.577211589,OKX,Binance,eos,"{'maker_fee_asset': 12.360423241000001, 'taker_fee_usdt': 7.673042654673667, 'withdrawal_fee_asset': 0.08}","{'bought_qty': 12360.423241, 'after_fees': 12348.062817759, 'after_withdrawal': 12347.982817759}","{'current': 0.6185, 'average': 0.6187957372056949, 'end': 0.6189}","{'current': 0.6216, 'average': 0.6214004965765109, 'end': 0.6213}",16.792400429992995,0.2195493353266987
2025-04-10T21:57:34.872648,LTCUSDT,10000.0,10000.0,OKX,Binance,litecoin,"{'maker_fee_asset': 0.1370478750545355, 'taker_fee_usdt': 10.031831727440567, 'withdrawal_fee_asset': 0.001}","{'bought_qty': 137.0478750545355, 'after_fees': 136.91082717948095, 'after_withdrawal': 136.90982717948094}","{'current': 72.96, 'average': 72.96720212568562, 'end': 72.98}","{'current': 73.28, 'average': 73.27327726657204, 'end': 73.27}",21.799895713125807,0.21799895713125808
2025-04-10T21:57:34.872722,SUIEUR,10000.0,2307.5151201,OKX,Binance,sui,"{'maker_fee_asset': 1.2279646, 'taker_fee_usdt': 2.3175601672612203, 'withdrawal_fee_asset': 0.06}","{'bought_qty': 1227.9646, 'after_fees': 1226.7366354, 'after_withdrawal': 1226.6766354000001}","{'current': 1.877, 'average': 1.879138144617524, 'end': 1.8795}","{'current': 1.8893, 'average': 1.8893, 'end': 1.8893}",7.727486993959246,0.33488348252402195
2025-04-10T21:57:34.872961,AVAXUSDT,10000.0,222.881262935,OKX,Binance,avalanche,"{'maker_fee_asset': 0.012273130000000002, 'taker_fee_usdt': 0.22474673899580003, 'withdrawal_fee_asset': 0.0064}","{'bought_qty': 12.273130000000002, 'after_fees': 12.260856870000001, 'after_withdrawal': 12.254456870000002}","{'current': 18.158, 'average': 18.16009957810273, 'end': 18.162}","{'current': 18.34, 'average': 18.34, 'end': 18.34}",1.6407293218042298,0.7361450218822226
2025-04-10T21:57:34.873019,SOLUSDT,10000.0,10000.0,OKX,Binance,solana,"{'maker_fee_asset': 0.08960224008072754, 'taker_fee_usdt': 10.091372940154523, 'withdrawal_fee_asset': 0.0025}","{'bought_qty': 89.60224008072754, 'after_fees': 89.51263784064682, 'after_withdrawal': 89.51013784064682}","{'current': 111.6, 'average': 111.60435264777371, 'end': 111.61}","{'current': 112.74, 'average': 112.74, 'end': 112.74}",81.2815672143679,0.812815672143679
2025-04-10T21:57:34.873259,GALAUSDT,10000.0,10000.0,OKX,Binance,erc20,"{'maker_fee_asset': 725.4589535769687, 'taker_fee_usdt': 10.045673313480211, 'withdrawal_fee_asset': 363.2}","{'bought_qty': 725458.9535769687, 'after_fees': 724733.4946233918, 'after_withdrawal': 724370.2946233918}","{'current': 0.01377, 'average': 0.013784377394053396, 'end': 0.01379}","{'current': 0.01387, 'average': 0.013868146427378096, 'end': 0.01386}",35.627640166731,0.35627640166731
2025-04-10T21:57:34.873769,CETUSUSDT,10000.0,981.369062422,OKX,Binance,sui,"{'maker_fee_asset': 10.9061882, 'taker_fee_usdt': 0.9867305820679001, 'withdrawal_fee_asset': 0.1}","{'bought_qty': 10906.1882, 'after_fees': 10895.2820118, 'after_withdrawal': 10895.1820118}","{'current': 0.08995, 'average': 0.08998277348835773, 'end': 0.08999}","{'current': 0.0906, 'average': 0.09056577310954732, 'end': 0.0905}",4.374789063832168,0.4457842855811322
2025-04-10T21:57:34.873828,1INCHUSDT,10000.0,8067.3333730671,OKX,Binance,erc20,"{'maker_fee_asset': 48.982448708999996, 'taker_fee_usdt': 8.093899959452132, 'withdrawal_fee_asset': 3.95}","{'bought_qty': 48982.448709, 'after_fees': 48933.466260290996, 'after_withdrawal': 48929.516260291}","{'current': 0.1645, 'average': 0.16469844986710136, 'end': 0.1649}","{'current': 0.1655, 'average': 0.16541957857083453, 'end': 0.1654}",18.472686425579923,0.22898131974130675
2025-04-10T21:57:34.873884,AUCTIONUSDT,10000.0,201.71313504900002,OKX,Binance,erc20,"{'maker_fee_asset': 0.017366447, 'taker_fee_usdt': 0.20336662730327998, 'withdrawal_fee_asset': 0.056}","{'bought_qty': 17.366447, 'after_fees': 17.349080553, 'after_withdrawal': 17.293080553}","{'current': 11.613, 'average': 11.615106708297903, 'end': 11.617}","{'current': 11.76, 'average': 11.76, 'end': 11.76}",1.4501256269766998,0.7189049075185096
2025-04-10T21:57:34.873973,LINKUSDT,10000.0,3845.1845687950004,OKX,Binance,erc20,"{'maker_fee_asset': 0.320393966, 'taker_fee_usdt': 3.8594239787300397, 'withdrawal_fee_asset': 0.055}","{'bought_qty': 320.393966, 'after_fees': 320.073572034, 'after_withdrawal': 320.018572034}","{'current': 11.999, 'average': 12.001426296508345, 'end': 12.003}","{'current': 12.06, 'average': 12.06, 'end': 12.06}",10.37998595630961,0.2699476649455732
2025-04-10T21:57:34.874250,ALGOUSDT,10000.0,10000.0,OKX,Binance,algorand,"{'maker_fee_asset': 56.93599449035003, 'taker_fee_usdt': 10.034751407469649, 'withdrawal_fee_asset': 0.008}","{'bought_qty': 56935.99449035003, 'after_fees': 56879.05849585968, 'after_withdrawal': 56879.05049585968}","{'current': 0.1755, 'average': 0.17563581859793245, 'end': 0.1757}","{'current': 0.1765, 'average': 0.1764226252018763, 'end': 0.1764}",24.716656062179027,0.24716656062179027
2025-04-10T21:57:34.874404,PENGUUSDT,10000.0,3714.7628430000004,OKX,Binance,solana,"{'maker_fee_asset': 884.033, 'taker_fee_usdt': 3.731219273062269, 'withdrawal_fee_asset': 73.10192844}","{'bought_qty': 884033.0, 'after_fees': 883148.967, 'after_withdrawal': 883075.8650715599}","{'current': 0.004199, 'average': 0.004202063546270332, 'end': 0.004203}","{'current': 0.004228, 'average': 0.004225253367965062, 'end': 0.004224}",12.725210789206358,0.34255782473934787
2025-04-10T21:57:34.875335,GLMRUSDT,10000.0,192.966878712,OKX,Binance,moonbeam,"{'maker_fee_asset': 3.094091005, 'taker_fee_usdt': 0.194732175581685, 'withdrawal_fee_asset': 0.01}","{'bought_qty': 3094.091005, 'after_fees': 3090.9969139950003, 'after_withdrawal': 3090.986913995}","{'current': 0.0623, 'average': 0.062366258264598136, 'end': 0.06241}","{'current': 0.063, 'average': 0.063, 'end': 0.063}",1.5705646941032967,0.8139037665874979
2025-04-10T21:57:34.875505,ARKMUSDT,10000.0,718.4844304,OKX,Binance,erc20,"{'maker_fee_asset': 1.612628, 'taker_fee_usdt': 0.7210808066559999, 'withdrawal_fee_asset': 1.46}","{'bought_qty': 1612.628, 'after_fees': 1611.0153719999998, 'after_withdrawal': 1609.5553719999998}","{'current': 0.4453, 'average': 0.4455363731747185, 'end': 0.4457}","{'current': 0.448, 'average': 0.448, 'end': 0.448}",1.8752954493439802,0.2610071102445396
2025-04-10T21:57:34.877086,ETHUSDC,10000.0,8303.49322684,OKX,Binance,optimism,"{'maker_fee_asset': 0.0054692, 'taker_fee_usdt': 8.343762561876, 'withdrawal_fee_asset': 4e-05}","{'bought_qty': 5.4692, 'after_fees': 5.4637307999999996, 'after_withdrawal': 5.463690799999999}","{'current': 1518.14, 'average': 1518.2281187084036, 'end': 1518.28}","{'current': 1527.16, 'average': 1527.129346681917, 'end': 1526.97}",31.925572474123328,0.3844836335980611
2025-04-10T21:57:34.877184,SHIBUSDC,10000.0,2301.0832754670005,OKX,Binance,erc20,"{'maker_fee_asset': 199121.48, 'taker_fee_usdt': 2.3148039719004, 'withdrawal_fee_asset': 56037.91}","{'bought_qty': 199121480.0, 'after_fees': 198922358.52, 'after_withdrawal': 198866320.61}","{'current': 1.1556e-05, 'average': 1.1556178045015538e-05, 'end': 1.156e-05}","{'current': 1.164e-05, 'average': 1.1639999999999999e-05, 'end': 1.164e-05}",11.405892461499207,0.49567491029564775
2025-04-10T21:57:34.877460,NEARUSDT,10000.0,10000.0,OKX,Binance,near,"{'maker_fee_asset': 5.022575418994448, 'taker_fee_usdt': 10.030058149307331, 'withdrawal_fee_asset': 0.015}","{'bought_qty': 5022.575418994447, 'after_fees': 5017.552843575453, 'after_withdrawal': 5017.537843575453}","{'current': 1.99, 'average': 1.991010421104252, 'end': 1.992}","{'current': 1.999, 'average': 1.9990000000000003, 'end': 1.999}",20.028091158024836,0.20028091158024836
2025-04-10T21:57:34.877534,DOGEUSDT,10000.0,10000.0,OKX,Binance,dogecoin,"{'maker_fee_asset': 64.829635690052, 'taker_fee_usdt': 10.046343843213169, 'withdrawal_fee_asset': 4.0}","{'bought_qty': 64829.635690052, 'after_fees': 64764.80605436194, 'after_withdrawal': 64760.80605436194}","{'current': 0.15424, 'average': 0.1542504426187063, 'end': 0.15426}","{'current': 0.15513, 'average': 0.15513, 'end': 0.15513}",36.2974993699554,0.36297499369955405
2025-04-10T21:57:34.878218,SHIBUSDT,10000.0,9505.787386044001,OKX,Binance,erc20,"{'maker_fee_asset': 822166.057, 'taker_fee_usdt': 9.55979060930412, 'withdrawal_fee_asset': 56037.91}","{'bought_qty': 822166057.0, 'after_fees': 821343890.943, 'after_withdrawal': 821287853.033}","{'current': 1.156e-05, 'average': 1.1561882548070215e-05, 'end': 1.1564e-05}","{'current': 1.164e-05, 'average': 1.164e-05, 'end': 1.164e-05}",44.44343265081443,0.4675407816933126
2025-04-10T22:01:59.518436,JOEUSDT,10000.0,2818.3277097936,OKX,Binance,cchain,"{'maker_fee_asset': 18.355067641999998, 'taker_fee_usdt': 2.829053038966003, 'withdrawal_fee_asset': 2.0}","{'bought_qty': 18355.067641999998, 'after_fees': 18336.712574357996, 'after_withdrawal': 18334.712574357996}","{'current': 0.1533, 'average': 0.15354493727632543, 'end': 0.1537}","{'current': 0.1544, 'average': 0.1543003757213284, 'end': 0.1542}",7.896276133436913,0.28017593929895385
2025-04-10T22:01:59.518580,SOLUSDC,10000.0,10000.0,OKX,Binance,solana,"{'maker_fee_asset': 0.08962020943405018, 'taker_fee_usdt': 10.0987684645367, 'withdrawal_fee_asset': 0.0025}","{'bought_qty': 89.62020943405018, 'after_fees': 89.53058922461614, 'after_withdrawal': 89.52808922461614}","{'current': 111.56, 'average': 111.58197535075848, 'end': 111.6}","{'current': 112.8, 'average': 112.8, 'end': 112.8}",88.66969607216379,0.8866969607216378
2025-04-10T22:01:59.518725,WUSDT,10000.0,4114.557323619,OKX,Binance,solana,"{'maker_fee_asset': 59.3899927, 'taker_fee_usdt': 4.140927068969541, 'withdrawal_fee_asset': 5.0}","{'bought_qty': 59389.9927, 'after_fees': 59330.6027073, 'after_withdrawal': 59325.6027073}","{'current': 0.06925, 'average': 0.06928031367848611, 'end': 0.06929}","{'current': 0.0698, 'average': 0.0698, 'end': 0.0698}",22.228818281570966,0.5402481125726397
2025-04-10T22:01:59.518900,AVAXUSDC,10000.0,559.929913116,OKX,Binance,avalanche,"{'maker_fee_asset': 0.030840161, 'taker_fee_usdt': 0.5655416266040401, 'withdrawal_fee_asset': 0.0064}","{'bought_qty': 30.840161000000002, 'after_fees': 30.809320839, 'after_withdrawal': 30.802920839000002}","{'current': 18.154, 'average': 18.155868677728368, 'end': 18.158}","{'current': 18.36, 'average': 18.36, 'end': 18.36}",5.046171861436051,0.901214909800799
2025-04-10T22:01:59.519028,PEPEUSDT,10000.0,10000.0,OKX,Binance,erc20,"{'maker_fee_asset': 1511447.939747922, 'taker_fee_usdt': 10.05552232407584, 'withdrawal_fee_asset': 98305.01}","{'bought_qty': 1511447939.747922, 'after_fees': 1509936491.8081741, 'after_withdrawal': 1509838186.7981741}","{'current': 6.615e-06, 'average': 6.616172305390679e-06, 'end': 6.617e-06}","{'current': 6.66e-06, 'average': 6.659999999999999e-06, 'end': 6.66e-06}",45.46680175176334,0.4546680175176334
2025-04-10T22:01:59.519529,WAXPUSDT,10000.0,487.0856204045699,OKX,Binance,wax,"{'maker_fee_asset': 24.43501553, 'taker_fee_usdt': 0.4886978198996894, 'withdrawal_fee_asset': 0.1}","{'bought_qty': 24435.01553, 'after_fees': 24410.58051447, 'after_withdrawal': 24410.48051447}","{'current': 0.01991, 'average': 0.019933919002693177, 'end': 0.01995}","{'current': 0.02002, 'average': 0.02002, 'end': 0.02002}",1.1235016752198135,0.23065794352266872
2025-04-10T22:01:59.519602,ADAUSDT,10000.0,10000.0,OKX,Binance,cardano,"{'maker_fee_asset': 16.641472505707156, 'taker_fee_usdt': 10.08536503474, 'withdrawal_fee_asset': 0.8}","{'bought_qty': 16641.472505707156, 'after_fees': 16624.831033201448, 'after_withdrawal': 16624.03103320145}","{'current': 0.6007, 'average': 0.600908362921041, 'end': 0.601}","{'current': 0.6067, 'average': 0.6066738575377746, 'end': 0.6066}",75.27966970525995,0.7527966970525996
2025-04-10T22:01:59.519695,LINKUSDC,10000.0,430.2763777,OKX,Binance,erc20,"{'maker_fee_asset': 0.0358729, 'taker_fee_usdt': 0.43260470763900005, 'withdrawal_fee_asset': 0.055}","{'bought_qty': 35.8729, 'after_fees': 35.8370271, 'after_withdrawal': 35.7820271}","{'current': 11.992, 'average': 11.99446874102735, 'end': 11.996}","{'current': 12.09, 'average': 12.09, 'end': 12.09}",1.895725231361041,0.440583152971226
2025-04-10T22:01:59.519806,AVAXEUR,10000.0,1063.209397108,OKX,Binance,avalanche,"{'maker_fee_asset': 0.065382877, 'taker_fee_usdt': 1.07079953267597, 'withdrawal_fee_asset': 0.0064}","{'bought_qty': 65.38287700000001, 'after_fees': 65.317494123, 'after_withdrawal': 65.311094123}","{'current': 16.255, 'average': 16.261281942487784, 'end': 16.271}","{'current': 16.4, 'average': 16.395369684962553, 'end': 16.39}",6.519336035294145,0.6131751706697826
2025-04-10T22:01:59.520548,SHIBEUR,10000.0,1096.823189798,OKX,Binance,erc20,"{'maker_fee_asset': 105942.12700000001, 'taker_fee_usdt': 1.1006650415352002, 'withdrawal_fee_asset': 56037.91}","{'bought_qty': 105942127.0, 'after_fees': 105836184.873, 'after_withdrawal': 105780146.963}","{'current': 1.0342e-05, 'average': 1.0353041050402924e-05, 'end': 1.0358e-05}","{'current': 1.041e-05, 'average': 1.04052137677611e-05, 'end': 1.04e-05}",2.7411866956649646,0.24992056342005353
2025-04-10T22:01:59.520602,ADAUSDC,10000.0,3454.21039136,OKX,Binance,cardano,"{'maker_fee_asset': 5.7492189, 'taker_fee_usdt': 3.48235489461904, 'withdrawal_fee_asset': 0.8}","{'bought_qty': 5749.2189, 'after_fees': 5743.469681099999, 'after_withdrawal': 5742.669681099999}","{'current': 0.6006, 'average': 0.6008138586199945, 'end': 0.601}","{'current': 0.6064, 'average': 0.6064, 'end': 0.6064}",24.662148364420773,0.7139735444635361
2025-04-10T22:01:59.520881,SOLBRL,10000.0,10000.0,OKX,Binance,solana,"{'maker_fee_asset': 0.015171591720157742, 'taker_fee_usdt': 10.084044161449524, 'withdrawal_fee_asset': 0.0025}","{'bought_qty': 15.171591720157743, 'after_fees': 15.156420128437585, 'after_withdrawal': 15.153920128437585}","{'current': 658.9, 'average': 659.126621942607, 'end': 659.3}","{'current': 665.5, 'average': 665.441290173226, 'end': 665.3}",73.96011728807571,0.7396011728807571
2025-04-10T22:01:59.520922,SUIUSDC,10000.0,327.47879420000004,OKX,Binance,sui,"{'maker_fee_asset': 0.15621379999999999, 'taker_fee_usdt': 0.32974769770956, 'withdrawal_fee_asset': 0.06}","{'bought_qty': 156.2138, 'after_fees': 156.0575862, 'after_withdrawal': 155.9975862}","{'current': 2.0961, 'average': 2.096349965239947, 'end': 2.0966}","{'current': 2.1138, 'average': 2.1138, 'end': 2.1138}",1.9391558118504122,0.592146986673622
2025-04-10T22:01:59.521051,GASUSDT,10000.0,2172.891327004,OKX,Binance,n3,"{'maker_fee_asset': 0.688976805, 'taker_fee_usdt': 2.1891822936600995, 'withdrawal_fee_asset': 0.1}","{'bought_qty': 688.976805, 'after_fees': 688.287828195, 'after_withdrawal': 688.187828195}","{'current': 3.151, 'average': 3.1537945998109467, 'end': 3.155}","{'current': 3.183, 'average': 3.1810825532935585, 'end': 3.18}",14.101784362439503,0.6489870978445644
2025-04-10T22:01:59.521231,SOLBTC,10000.0,0.018887128560000004,OKX,Binance,solana,"{'maker_fee_asset': 0.013468200000000001, 'taker_fee_usdt': 1.8991860855240003e-05, 'withdrawal_fee_asset': 0.0025}","{'bought_qty': 13.468200000000001, 'after_fees': 13.454731800000001, 'after_withdrawal': 13.452231800000002}","{'current': 0.0014022, 'average': 0.0014023498730342586, 'end': 0.0014029}","{'current': 0.0014118, 'average': 0.0014118000000000002, 'end': 0.0014118}",8.574043438475815e-05,0.453962253247659
2025-04-10T22:01:59.521319,NEARUSDC,10000.0,4546.965048200001,OKX,Binance,near,"{'maker_fee_asset': 2.2829417000000003, 'taker_fee_usdt': 4.569733347874902, 'withdrawal_fee_asset': 0.015}","{'bought_qty': 2282.9417000000003, 'after_fees': 2280.6587583000005, 'after_withdrawal': 2280.6437583000006}","{'current': 1.99, 'average': 1.9917131691098375, 'end': 1.995}","{'current': 2.004, 'average': 2.0037032663449357, 'end': 2.003}",18.19856632702613,0.40023545670821387
2025-04-10T22:01:59.522086,ETHTRY,10000.0,10000.0,OKX,Binance,optimism,"{'maker_fee_asset': 0.00017347000343349901, 'taker_fee_usdt': 10.071229031756276, 'withdrawal_fee_asset': 4e-05}","{'bought_qty': 0.173470003433499, 'after_fees': 0.17329653343006549, 'after_withdrawal': 0.17325653343006547}","{'current': 57644.2, 'average': 57646.85422303328, 'end': 57657.8}","{'current': 58129.0, 'average': 58129.0, 'end': 58129.0}",61.15780272451957,0.6115780272451957
2025-04-10T22:01:59.522370,XLMEUR,10000.0,1448.58626819,OKX,Binance,stellar,"{'maker_fee_asset': 7.083070000000001, 'taker_fee_usdt': 1.453499572222, 'withdrawal_fee_asset': 0.008}","{'bought_qty': 7083.070000000001, 'after_fees': 7075.986930000001, 'after_withdrawal': 7075.978930000001}","{'current': 0.20442, 'average': 0.2045138997906275, 'end': 0.20458}","{'current': 0.2055, 'average': 0.2054132137193913, 'end': 0.2054}",3.45980445977807,0.23884007019485798
2025-04-10T22:01:59.522774,GALAUSDC,10000.0,6148.221130495,OKX,Binance,erc20,"{'maker_fee_asset': 445.6441604, 'taker_fee_usdt': 6.17749556624325, 'withdrawal_fee_asset': 363.2}","{'bought_qty': 445644.1604, 'after_fees': 445198.51623959997, 'after_withdrawal': 444835.31623959995}","{'current': 0.01377, 'average': 0.01379625646833675, 'end': 0.01381}","{'current': 0.0139, 'average': 0.01388715180814441, 'end': 0.01387}",23.09694018200753,0.3756686640213276
2025-04-10T22:01:59.522823,CELOUSDT,10000.0,4029.2073898067,OKX,Binance,celo,"{'maker_fee_asset': 14.29450094, 'taker_fee_usdt': 4.046847464265698, 'withdrawal_fee_asset': 0.0024}","{'bought_qty': 14294.50094, 'after_fees': 14280.20643906, 'after_withdrawal': 14280.204039060001}","{'current': 0.2816, 'average': 0.28187114798333773, 'end': 0.282}","{'current': 0.2836, 'average': 0.28338863038627027, 'end': 0.2833}",13.593226994732504,0.33736727052376014
2025-04-10T22:01:59.523223,WIFUSDT,10000.0,10000.0,OKX,Binance,solana,"{'maker_fee_asset': 27.75671779827969, 'taker_fee_usdt': 10.065248928792274, 'withdrawal_fee_asset': 1.00259896}","{'bought_qty': 27756.71779827969, 'after_fees': 27728.96108048141, 'after_withdrawal': 27727.95848152141}","{'current': 0.3601, 'average': 0.36027314442126807, 'end': 0.3604}","{'current': 0.363, 'average': 0.363, 'end': 0.363}",55.18367986347948,0.5518367986347948
2025-04-10T22:01:59.523321,ARBUSDT,10000.0,10000.0,OKX,Binance,one arbitrum,"{'maker_fee_asset': 35.29439947360622, 'taker_fee_usdt': 10.059416971650036, 'withdrawal_fee_asset': 0.02}","{'bought_qty': 35294.399473606216, 'after_fees': 35259.10507413261, 'after_withdrawal': 35259.085074132614}","{'current': 0.2832, 'average': 0.28333107091050463, 'end': 0.2834}","{'current': 0.2853, 'average': 0.2853, 'end': 0.2853}",49.357554678384986,0.4935755467838499
2025-04-10T22:01:59.523531,RENDERUSDT,10000.0,5477.334391,OKX,Binance,solana,"{'maker_fee_asset': 1.628835, 'taker_fee_usdt': 5.52109933776974, 'withdrawal_fee_asset': 0.16230182}","{'bought_qty': 1628.835, 'after_fees': 1627.206165, 'after_withdrawal': 1627.04386318}","{'current': 3.36, 'average': 3.362731271737162, 'end': 3.364}","{'current': 3.394, 'average': 3.3933315890936986, 'end': 3.393}",38.2438474319697,0.6982200592830246
2025-04-10T22:01:59.523567,BONKUSDT,10000.0,2304.351577921,OKX,Binance,solana,"{'maker_fee_asset': 219161.044, 'taker_fee_usdt': 2.316009068904878, 'withdrawal_fee_asset': 37434.09920623}","{'bought_qty': 219161044.0, 'after_fees': 218941882.956, 'after_withdrawal': 218904448.85679376}","{'current': 1.0511e-05, 'average': 1.0514421431214756e-05, 'end': 1.0515e-05}","{'current': 1.058e-05, 'average': 1.058e-05, 'end': 1.058e-05}",9.341481914972974,0.4053844042062763
2025-04-10T22:01:59.523678,AAVEUSDC,10000.0,979.8973020000001,OKX,Binance,erc20,"{'maker_fee_asset': 0.0074367, 'taker_fee_usdt': 0.985869360974, 'withdrawal_fee_asset': 0.005}","{'bought_qty': 7.4367, 'after_fees': 7.4292633, 'after_withdrawal': 7.4242633}","{'current': 131.71, 'average': 131.76507079753117, 'end': 131.8}","{'current': 132.8, 'average': 132.7901936039903, 'end': 132.78}",4.986189613025886,0.5088481826461734
2025-04-10T22:01:59.523815,SCRUSDT,10000.0,2141.4967024,OKX,Binance,scroll,"{'maker_fee_asset': 8.690986, 'taker_fee_usdt': 2.1530851634720003, 'withdrawal_fee_asset': 0.5}","{'bought_qty': 8690.986, 'after_fees': 8682.295014000001, 'after_withdrawal': 8681.795014000001}","{'current': 0.2461, 'average': 0.24640434381093235, 'end': 0.2465}","{'current': 0.248, 'average': 0.248, 'end': 0.248}",9.435375908528385,0.44059726535903854
2025-04-10T22:01:59.524666,ZKUSDT,10000.0,1014.7526825000001,OKX,Binance,zksync era,"{'maker_fee_asset': 19.60957, 'taker_fee_usdt': 1.0225698344460001, 'withdrawal_fee_asset': 0.5}","{'bought_qty': 19609.57, 'after_fees': 19589.96043, 'after_withdrawal': 19589.46043}","{'current': 0.05172, 'average': 0.05174782937616685, 'end': 0.05176}","{'current': 0.0522, 'average': 0.0522, 'end': 0.0522}",6.79458211155395,0.66958010840774
2025-04-10T22:01:59.524701,CVXUSDT,10000.0,2178.036837231,OKX,Binance,erc20,"{'maker_fee_asset': 1.175421287, 'taker_fee_usdt': 2.204091528077588, 'withdrawal_fee_asset': 0.36}","{'bought_qty': 1175.4212870000001, 'after_fees': 1174.245865713, 'after_withdrawal': 1173.8858657130002}","{'current': 1.851, 'average': 1.852983999285866, 'end': 1.855}","{'current': 1.879, 'average': 1.877602919035793, 'end': 1.876}",23.850599318510376,1.095050318287193
2025-04-10T22:01:59.525158,NOTUSDT,10000.0,10000.0,OKX,Binance,ton,"{'maker_fee_asset': 5504.270792959296, 'taker_fee_usdt': 10.039338923953565, 'withdrawal_fee_asset': 30.0}","{'bought_qty': 5504270.792959296, 'after_fees': 5498766.522166337, 'after_withdrawal': 5498736.522166337}","{'current': 0.001815, 'average': 0.0018167710812468287, 'end': 0.001818}","{'current': 0.001827, 'average': 0.0018257537678852754, 'end': 0.001825}",29.29958502961017,0.2929958502961017
2025-04-10T22:01:59.525266,PYTHUSDT,10000.0,10000.0,OKX,Binance,solana,"{'maker_fee_asset': 82.69433350165289, 'taker_fee_usdt': 10.049699349047511, 'withdrawal_fee_asset': 2.9981398}","{'bought_qty': 82694.33350165289, 'after_fees': 82611.63916815123, 'after_withdrawal': 82608.64102835124}","{'current': 0.1208, 'average': 0.12092727006258683, 'end': 0.121}","{'current': 0.1217, 'average': 0.12165433572013924, 'end': 0.1216}",39.64964969846369,0.39649649698463685
2025-04-10T22:01:59.525389,SOLEUR,10000.0,3255.92719,OKX,Binance,solana,"{'maker_fee_asset': 0.032636000000000005, 'taker_fee_usdt': 3.286932402560001, 'withdrawal_fee_asset': 0.0025}","{'bought_qty': 32.636, 'after_fees': 32.603364000000006, 'after_withdrawal': 32.60086400000001}","{'current': 99.76, 'average': 99.76489735261673, 'end': 99.78}","{'current': 100.83, 'average': 100.8234751864245, 'end': 100.79}",27.71828015744086,0.8513175676216783
2025-04-10T22:01:59.525422,JUPUSDT,10000.0,10000.0,OKX,Binance,solana,"{'maker_fee_asset': 27.792902000833564, 'taker_fee_usdt': 10.08532493469605, 'withdrawal_fee_asset': 1.8}","{'bought_qty': 27792.902000833565, 'after_fees': 27765.10909883273, 'after_withdrawal': 27763.30909883273}","{'current': 0.3596, 'average': 0.3598040967330464, 'end': 0.3599}","{'current': 0.3634, 'average': 0.3632609102464689, 'end': 0.3632}",75.23960976135277,0.7523960976135277
2025-04-10T22:01:59.525564,LINKEUR,10000.0,717.935649482,OKX,Binance,erc20,"{'maker_fee_asset': 0.06686082700000001, 'taker_fee_usdt': 0.7212567346684001, 'withdrawal_fee_asset': 0.055}","{'bought_qty': 66.86082700000001, 'after_fees': 66.79396617300002, 'after_withdrawal': 66.73896617300001}","{'current': 10.737, 'average': 10.73776203040384, 'end': 10.741}","{'current': 10.81, 'average': 10.807130766736279, 'end': 10.8}",2.599828451731696,0.36212555451279044
2025-04-10T22:01:59.525616,XLMUSDT,10000.0,473.97985121756994,OKX,Binance,stellar,"{'maker_fee_asset': 2.075234256, 'taker_fee_usdt': 0.4770320501032944, 'withdrawal_fee_asset': 0.008}","{'bought_qty': 2075.2342559999997, 'after_fees': 2073.159021744, 'after_withdrawal': 2073.151021744}","{'current': 0.22836, 'average': 0.2283982397877158, 'end': 0.22841}","{'current': 0.2301, 'average': 0.2301, 'end': 0.2301}",2.5751668356211894,0.5433072374291953
2025-04-10T22:01:59.525799,GUSDT,10000.0,2431.521376,OKX,Binance,erc20,"{'maker_fee_asset': 191.5076, 'taker_fee_usdt': 2.4414429210240005, 'withdrawal_fee_asset': 51.55}","{'bought_qty': 191507.6, 'after_fees': 191316.0924, 'after_withdrawal': 191264.5424}","{'current': 0.01267, 'average': 0.012696735670020406, 'end': 0.01271}","{'current': 0.01277, 'average': 0.012764744005285114, 'end': 0.01276}",7.480102102976161,0.3076305302847628
